#,Hierarchy Tier,Brand Name,State / Origin (HQ),Creator Handle,Followers,Views / Plays (Est.),Likes,Comments,Like-to-View %,Creator ER%,Post Date,Direct Instagram URL,Boost Status & Classification,Caption Preview
2017,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@laksmi.srinivasan,103279,30340,1640,40,5.41%,1.63%,2025-03-29,https://www.instagram.com/p/DHxpS2hotwd/,⚪ Standard Organic: Baseline organic collab reach,Sathya Year end Sale
2018,Tier 4: Toggle OFF + Organic (Noise),Aditya Vision,"Bihar, Jharkhand & UP (HQ: Patna)",@real_aastha_rathore_,182664,30284,1637,59,5.41%,0.93%,2026-08-11,https://www.instagram.com/p/Db43nBDSmic/,⚪ Standard Organic: Baseline organic collab reach,Bilaspur ke Aditya Vision par 50% OFF 😍😱#aastharathore
2019,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@trichytimepass,104159,30099,1627,10,5.41%,1.57%,2025-03-27,https://www.instagram.com/p/DHsyHyozwYA/,⚪ Standard Organic: Baseline organic collab reach,Sathya Year end Sale
2020,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@ajp_offi,26987,29970,1620,28,5.41%,6.11%,2025-05-25,https://www.instagram.com/p/DKFTgySzHeo/,⚪ Standard Organic: Baseline organic collab reach,Sathiya showroom 🔥🫰🏻♥️📱
2021,Tier 4: Toggle OFF + Organic (Noise),Aditya Vision,"Bihar, Jharkhand & UP (HQ: Patna)",@kvlogs1926,73589,29951,1619,66,5.41%,2.29%,2026-06-04,https://www.instagram.com/p/DZKxVvvhgbP/,⚪ Standard Organic: Baseline organic collab reach,भागलपुर का आदित्य विजन दे रहा है 23 करोड़ जितने का मौक़ा 😀
2022,Tier 4: Toggle OFF + Organic (Noise),Bajaj Electronics,Telangana & Andhra Pradesh (HQ: Hyderabad),@anikamkhara,109796,29785,1610,19,5.41%,1.48%,2026-03-10,https://www.instagram.com/p/DVtJ9qzEcr1/,⚪ Standard Organic: Baseline organic collab reach,"Celebrated International Women’s Day at Bajaj Electronics, Nexus Mall!"
2023,Tier 4: Toggle OFF + Organic (Noise),Bajaj Electronics,Telangana & Andhra Pradesh (HQ: Hyderabad),@hana_rahmanbaig,77635,29729,1607,31,5.41%,2.11%,2026-05-14,https://www.instagram.com/p/DYUgCJ2N5BS/,⚪ Standard Organic: Baseline organic collab reach,“Premium compact feel meets ZEISS camera power!
2024,Tier 4: Toggle OFF + Organic (Noise),Bajaj Electronics,Telangana & Andhra Pradesh (HQ: Hyderabad),@kirakpilla_,39752,29285,1583,11,5.41%,4.01%,2025-04-04,https://www.instagram.com/p/DIA1y3OSWLs/,⚪ Standard Organic: Baseline organic collab reach,Beat the summer heat with Bajaj Electronics!
2025,Tier 4: Toggle OFF + Organic (Noise),Aditya Vision,"Bihar, Jharkhand & UP (HQ: Patna)",@gareebpanda,316302,29248,1581,16,5.41%,0.51%,2026-08-10,https://www.instagram.com/p/Db2wG-QzUHi/,⚪ Standard Organic: Baseline organic collab reach,15 ka Dum 🇮🇳 Sale is Live Now !! 🔥
2026,Tier 4: Toggle OFF + Organic (Noise),Aditya Vision,"Bihar, Jharkhand & UP (HQ: Patna)",@gareebpanda,316302,29248,1581,16,5.41%,0.51%,2026-05-18,https://www.instagram.com/p/DYe5E4rxXPp/,⚪ Standard Organic: Baseline organic collab reach,मिलीए श्री manoj Kumar ji se jo Lucknow ke niwasi hai.
2027,Tier 4: Toggle OFF + Organic (Noise),Aditya Vision,"Bihar, Jharkhand & UP (HQ: Patna)",@gareebpanda,316302,29248,1581,16,5.41%,0.51%,2026-05-16,https://www.instagram.com/p/DYZNIRlR2K_/,⚪ Standard Organic: Baseline organic collab reach,"Aditya Vision is Finally in Agra with Three Stores at MG Road, Sikandra & Fatehabad Road @aditya_vision"
2028,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@aaroor_suriya_vlogs,35445,29211,1579,8,5.41%,4.48%,2026-04-09,https://www.instagram.com/p/DW6IraPgUFF/,⚪ Standard Organic: Baseline organic collab reach,Celebrate the Tamil New Year with exciting offers @sathya.retail !
2029,Tier 4: Toggle OFF + Organic (Noise),Bajaj Electronics,Telangana & Andhra Pradesh (HQ: Hyderabad),@heytechyy,148383,28915,1563,137,5.41%,1.15%,2026-06-10,https://www.instagram.com/p/DZZ0or8Pa4c/,⚪ Standard Organic: Baseline organic collab reach,Apple Days are back at Bajaj Electronics!
2030,Tier 4: Toggle OFF + Organic (Noise),Vijay Sales,Maharashtra / Pan-India (HQ: Mumbai),@neha1584,309228,28878,1561,123,5.41%,0.54%,2025-12-26,https://www.instagram.com/p/DSumqXjjBtC/,⚪ Standard Organic: Baseline organic collab reach,"The year may be ending, but the deals are just getting started! @vijaysalesofficial End of the Year Sale is live in Mumbai."
2031,Tier 4: Toggle OFF + Organic (Noise),Pai International,Karnataka & Telangana (HQ: Bengaluru),@its_priyanka_priya17,147965,28786,1556,26,5.41%,1.07%,2026-04-11,https://www.instagram.com/p/DW-qMrAkVFj/,⚪ Standard Organic: Baseline organic collab reach,Okay WHAT is happening at Pai International right now?! 🔥
2032,Tier 4: Toggle OFF + Organic (Noise),Pai International,Karnataka & Telangana (HQ: Bengaluru),@_______pinkey,109258,28453,1538,4,5.41%,1.41%,2026-04-23,https://www.instagram.com/p/DXeK1pqAch7/,⚪ Standard Organic: Baseline organic collab reach,POV: You went to Pai “just to see” and now you’re planning EMI 😭
2033,Tier 4: Toggle OFF + Organic (Noise),Bajaj Electronics,Telangana & Andhra Pradesh (HQ: Hyderabad),@yourseesha,2480271,28360,1533,262,5.41%,0.07%,2026-07-16,https://www.instagram.com/p/Da28ssGzfgp/,⚪ Standard Organic: Baseline organic collab reach,✨ Graced the grand unveiling of the all-new Sony BRAVIA True RGB TV at the iconic @bajajelectronicsindia! 📺✨
2034,Tier 4: Toggle OFF + Organic (Noise),Bajaj Electronics,Telangana & Andhra Pradesh (HQ: Hyderabad),@yourseesha,2480271,28360,1533,262,5.41%,0.07%,2025-07-08,https://www.instagram.com/p/DL1kka4TK_N/,⚪ Standard Organic: Baseline organic collab reach,✨ Graced the grand unveiling of the all-new OPPO Reno14 Series 5G with its stunning AI Portrait Camera at the iconic @bajajelectronicsindia! 📱✨
2035,Tier 4: Toggle OFF + Organic (Noise),Bajaj Electronics,Telangana & Andhra Pradesh (HQ: Hyderabad),@laxmi.priya.official,32138,28323,1531,83,5.41%,5.03%,2026-05-03,https://www.instagram.com/p/DX4vmbovkM5/,⚪ Standard Organic: Baseline organic collab reach,🔥 Apple Days are LIVE at Everyone's Favorite Bajaj Electronics!!
2036,Tier 4: Toggle OFF + Organic (Noise),Tata Neu,"Pan-India / Maharashtra (HQ: Mumbai, Tata Digital)",@the.styleseeker,42352,28083,1518,381,5.41%,4.49%,2025-05-30,https://www.instagram.com/p/DKRrFmXTJVj/,⚪ Standard Organic: Baseline organic collab reach,"Well my shopping spree, from the @tataneuofficial Playoff Sale, powered by Samsung, was a total hit! Not only did I love everything I bought, but I al"
2037,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@pattukkottai_namma_ooru,89989,27694,1497,44,5.41%,1.71%,2026-04-10,https://www.instagram.com/p/DW8YTRwDmyv/,⚪ Standard Organic: Baseline organic collab reach,Celebrate the Tamil New Year with exciting offers @sathya.retail !
2038,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@pattukkottai_namma_ooru,89989,27694,1497,44,5.41%,1.71%,2025-05-25,https://www.instagram.com/p/DKFUUiFBbfV/,⚪ Standard Organic: Baseline organic collab reach,@sathya.retail Sathya super sale is happening from May 28 - 31
2039,Tier 4: Toggle OFF + Organic (Noise),Electronics Mart,Telangana & Andhra Pradesh (HQ: Hyderabad),@techdekho.in,778375,27435,1483,296,5.41%,0.23%,2026-04-07,https://www.instagram.com/p/DW1bNsfAfGQ/,⚪ Standard Organic: Baseline organic collab reach,Samsung Galaxy S26 Ultra hidden features with best deal only at your nearest ELECTRONICS MART store
2040,Tier 4: Toggle OFF + Organic (Noise),Bajaj Electronics,Telangana & Andhra Pradesh (HQ: Hyderabad),@techdekho.in,778375,27435,1483,296,5.41%,0.23%,2026-04-07,https://www.instagram.com/p/DW1bNsfAfGQ/,⚪ Standard Organic: Baseline organic collab reach,Samsung Galaxy S26 Ultra hidden features with best deal only at your nearest ELECTRONICS MART store
2041,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@akilakannanvlogs,120894,27158,1468,18,5.41%,1.23%,2026-06-27,https://www.instagram.com/p/DaF2z87SifU/,⚪ Standard Organic: Baseline organic collab reach,Kodaikanal la photo yeduka mudiala 😜😜
2042,Tier 4: Toggle OFF + Organic (Noise),Tata Neu,"Pan-India / Maharashtra (HQ: Mumbai, Tata Digital)",@yashaswineethepooh,188955,27028,1461,542,5.41%,1.06%,2025-06-20,https://www.instagram.com/p/DLHa4vNpYaD/,⚪ Standard Organic: Baseline organic collab reach,Monsoon weather: unpredictable.
2043,Tier 4: Toggle OFF + Organic (Noise),Tata Neu,"Pan-India / Maharashtra (HQ: Mumbai, Tata Digital)",@yashaswineethepooh,188955,27028,1461,542,5.41%,1.06%,2025-06-03,https://www.instagram.com/p/DKbj0WMSU1x/,⚪ Standard Organic: Baseline organic collab reach,The Tata Neu Playoff Sale powered by Samsung is serving serious steals - and here’s what’s earned a spot in my luxe edit:
2044,Tier 4: Toggle OFF + Organic (Noise),Pai International,Karnataka & Telangana (HQ: Bengaluru),@ossamatipu93,91261,27010,1460,32,5.41%,1.64%,2026-04-28,https://www.instagram.com/p/DXrKRQzAUh1/,⚪ Standard Organic: Baseline organic collab reach,“Pai pai jod ke liya hai”
2045,Tier 4: Toggle OFF + Organic (Noise),Aditya Vision,"Bihar, Jharkhand & UP (HQ: Patna)",@badshah_farman_vlogger_,61137,26973,1458,41,5.41%,2.45%,2026-05-16,https://www.instagram.com/p/DYZcN1hyJAy/,⚪ Standard Organic: Baseline organic collab reach,“अब घर होगा पूरा Smart 😍
2046,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@me_nithyashree_,23226,26048,1408,22,5.41%,6.16%,2026-07-26,https://www.instagram.com/p/DbQMA6pJ1H-/,⚪ Standard Organic: Baseline organic collab reach,@sathya.retail  Full Moon Sale is here!
2047,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@karaikal_vibes,97791,26011,1406,8,5.41%,1.45%,2025-03-27,https://www.instagram.com/p/DHsyUqPt7DE/,⚪ Standard Organic: Baseline organic collab reach,Sathya Year end Sale
2048,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@shanmuexplores,100059,25937,1402,17,5.41%,1.42%,2025-05-26,https://www.instagram.com/p/DKGuui2PkAp/,⚪ Standard Organic: Baseline organic collab reach,புது TV வாங்க போகலாமா 😉
2049,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@deithagappayesmyson,302739,25881,1399,7931,5.41%,3.08%,2025-11-02,https://www.instagram.com/p/DQi4U6zj1Gm/,⚪ Standard Organic: Baseline organic collab reach,Don’t miss the biggest shopping day of the month!
2050,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@vellorevlog23,104126,25604,1384,17,5.41%,1.35%,2025-07-17,https://www.instagram.com/p/DMNtJaDx4DD/,⚪ Standard Organic: Baseline organic collab reach,"🎉 @sathya.retail vellore, Katpadi Anniversary Sale!🎉"
2051,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@vellorevlog23,104126,25604,1384,17,5.41%,1.35%,2025-05-26,https://www.instagram.com/p/DKGaPHBPmbD/,⚪ Standard Organic: Baseline organic collab reach,@sathya.retail Sathya super sale is happening from May 28 - 31
2052,Tier 4: Toggle OFF + Organic (Noise),Bajaj Electronics,Telangana & Andhra Pradesh (HQ: Hyderabad),@chinnu_dechi_,49697,25456,1376,30,5.41%,2.83%,2026-07-08,https://www.instagram.com/p/Dah0PEopC9f/,⚪ Standard Organic: Baseline organic collab reach,"Found something exciting at @bajajelectronicsindia, Punjagutta! ✨"
2053,Tier 4: Toggle OFF + Organic (Noise),Bajaj Electronics,Telangana & Andhra Pradesh (HQ: Hyderabad),@cj_lifestyle,101891,25234,1364,22,5.41%,1.36%,2026-06-26,https://www.instagram.com/p/DaCuH0ExX93/,⚪ Standard Organic: Baseline organic collab reach,"🎓 ₹9,999 Scholarship each for 50 students Opportunity is here! 🔥"
2054,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@spicekitchendiaries,181547,25197,1362,32,5.41%,0.77%,2025-03-10,https://www.instagram.com/p/DHA0A3ugP4S/,⚪ Standard Organic: Baseline organic collab reach,❄️ AC வாங்க நல்ல நேரம்… இப்போ தாங்க! ❄️
2055,Tier 4: Toggle OFF + Organic (Noise),Aditya Vision,"Bihar, Jharkhand & UP (HQ: Patna)",@candymanvlog,125208,24808,1341,20,5.41%,1.09%,2025-10-15,https://www.instagram.com/p/DP08LyEEpda/,⚪ Standard Organic: Baseline organic collab reach,"Aditya Vision lekar aaya hai sabse bada, sabse zabardast Diwali Sale Dhamaka!"
2056,Tier 4: Toggle OFF + Organic (Noise),Aditya Vision,"Bihar, Jharkhand & UP (HQ: Patna)",@candymanvlog,125208,24808,1341,20,5.41%,1.09%,2025-09-14,https://www.instagram.com/p/DOkiF9ciIJh/,⚪ Standard Organic: Baseline organic collab reach,Celebrating ou years
2057,Tier 4: Toggle OFF + Organic (Noise),Aditya Vision,"Bihar, Jharkhand & UP (HQ: Patna)",@candymanvlog,125208,24808,1341,20,5.41%,1.09%,2025-08-12,https://www.instagram.com/p/DNP9LwTS0k5/,⚪ Standard Organic: Baseline organic collab reach,"15 का दम, बंपर बचत हर कदम !"
2058,Tier 4: Toggle OFF + Organic (Noise),Aditya Vision,"Bihar, Jharkhand & UP (HQ: Patna)",@candymanvlog,125208,24808,1341,20,5.41%,1.09%,2025-08-11,https://www.instagram.com/p/DNNgh_9yuoq/,⚪ Standard Organic: Baseline organic collab reach,Whirlpool AC One Week Sale is LIVE at Aditya Vision! Get ready for unbeatable cooling deals – only for 7 days!
2059,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@hamsavarthan_musicz,19552,24790,1340,31,5.41%,7.02%,2025-03-28,https://www.instagram.com/p/DHv7z7HSBwR/,⚪ Standard Organic: Baseline organic collab reach,Sathya Year end Sale
2060,Tier 4: Toggle OFF + Organic (Noise),Aditya Vision,"Bihar, Jharkhand & UP (HQ: Patna)",@keshari_art502,31214,24716,1336,11,5.41%,4.32%,2026-08-11,https://www.instagram.com/p/Db6BrsbodOs/,⚪ Standard Organic: Baseline organic collab reach,🔥 Rewards Celebration with a Bumper Budget!
2061,Tier 4: Toggle OFF + Organic (Noise),Electronics Mart,Telangana & Andhra Pradesh (HQ: Hyderabad),@techmacintoshh,94773,24568,1328,39,5.41%,1.44%,2026-05-02,https://www.instagram.com/p/DX1BLCzNks-/,⚪ Standard Organic: Baseline organic collab reach,Heavy discounts and cashbacks on all Apple devices 🔥
2062,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@nellai76arul,42045,24512,1325,36,5.41%,3.24%,2026-07-27,https://www.instagram.com/p/DbS1XWvM5C7/,⚪ Standard Organic: Baseline organic collab reach,இப்படி ஒரு offer?
2063,Tier 4: Toggle OFF + Organic (Noise),Tata Neu,"Pan-India / Maharashtra (HQ: Mumbai, Tata Digital)",@the_unconventional_ca,355046,24512,1325,18,5.41%,0.38%,2025-06-01,https://www.instagram.com/p/DKW50_6I3PW/,⚪ Standard Organic: Baseline organic collab reach,Have you ever earned money back while shopping?
2064,Tier 4: Toggle OFF + Organic (Noise),Aditya Vision,"Bihar, Jharkhand & UP (HQ: Patna)",@agra_vibes00,104221,24475,1323,33,5.41%,1.30%,2026-05-14,https://www.instagram.com/p/DYUtPlry1RZ/,⚪ Standard Organic: Baseline organic collab reach,"To Agrawalo Aditya Vision lekar aaya hai AC, Fridge, TV, Washing Machine, Mobiles, Laptops aur dheron Home Appliances par zabardast offers. Zero Down "
2065,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@madhunika_rajalakshmi,24893,24383,1318,4,5.41%,5.31%,2025-05-26,https://www.instagram.com/p/DKGtHRzSSZV/,⚪ Standard Organic: Baseline organic collab reach,@sathya.retail Sathya super sale is happening from May 28 - 31
2066,Tier 4: Toggle OFF + Organic (Noise),Bajaj Electronics,Telangana & Andhra Pradesh (HQ: Hyderabad),@jieyaa.verma,42267,24272,1312,99,5.41%,3.34%,2026-06-13,https://www.instagram.com/p/DZh0gMDh-gR/,⚪ Standard Organic: Baseline organic collab reach,stepped into the world of Dyson innovations 🫶🏻
2067,Tier 4: Toggle OFF + Organic (Noise),Reliance Digital,"Pan-India / Maharashtra (HQ: Mumbai, Reliance Retail)",@careerwithanjali,190937,24235,1310,701,5.41%,1.05%,2025-07-21,https://www.instagram.com/p/DMX78CXKNp0/,⚪ Standard Organic: Baseline organic collab reach,These 3 skills will make you different from 90% of Jobseekers.
2068,Tier 4: Toggle OFF + Organic (Noise),Reliance Digital,"Pan-India / Maharashtra (HQ: Mumbai, Reliance Retail)",@careerwithanjali,190937,24235,1310,701,5.41%,1.05%,2025-07-09,https://www.instagram.com/p/DL4wTMUKFU0/,⚪ Standard Organic: Baseline organic collab reach,The prompt is here ⬇
2069,Tier 4: Toggle OFF + Organic (Noise),Reliance Digital,"Pan-India / Maharashtra (HQ: Mumbai, Reliance Retail)",@careerwithanjali,190937,24235,1310,701,5.41%,1.05%,2025-07-01,https://www.instagram.com/p/DLkN_6gq7J5/,⚪ Standard Organic: Baseline organic collab reach,🚀 3 Hot Careers in India Right Now!
2070,Tier 4: Toggle OFF + Organic (Noise),Tata Neu,"Pan-India / Maharashtra (HQ: Mumbai, Tata Digital)",@pratikchn,267215,24105,1303,13,5.41%,0.49%,2025-09-26,https://www.instagram.com/p/DPEFfNXjJuD/,⚪ Standard Organic: Baseline organic collab reach,Here’s a simple hack that can literally save you lakhs while taking a loan:
2071,Tier 4: Toggle OFF + Organic (Noise),Bajaj Electronics,Telangana & Andhra Pradesh (HQ: Hyderabad),@re_ba_official,49029,23976,1296,22,5.41%,2.69%,2026-08-03,https://www.instagram.com/p/Dbk8yfMvOuF/,⚪ Standard Organic: Baseline organic collab reach,🍎 Apple Days are LIVE at Bajaj Electronics! ✨
2072,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@aj_vlogs_off,11879,23661,1279,25,5.41%,10.98%,2025-05-26,https://www.instagram.com/p/DKGwGnePfWL/,⚪ Standard Organic: Baseline organic collab reach,@sathya.retail Sathya super sale is happening from May 28 - 31
2073,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@aj_vlogs_off,11879,23661,1279,25,5.41%,10.98%,2025-03-28,https://www.instagram.com/p/DHvlA-WvQRF/,⚪ Standard Organic: Baseline organic collab reach,Sathya Year End Sales 🥳
2074,Tier 4: Toggle OFF + Organic (Noise),Aditya Vision,"Bihar, Jharkhand & UP (HQ: Patna)",@agra_stories,49520,23643,1278,17,5.41%,2.62%,2026-05-16,https://www.instagram.com/p/DYZFKAsRrM7/,⚪ Standard Organic: Baseline organic collab reach,Agra ready ho shopping upgrade ke liye?
2075,Tier 4: Toggle OFF + Organic (Noise),Great Eastern,West Bengal & East India (HQ: Kolkata),@trisharooy,83217,23402,1265,25,5.41%,1.55%,2026-06-30,https://www.instagram.com/p/DaMeZnrJAH6/,⚪ Standard Organic: Baseline organic collab reach,"বাঙালির রক্তে ফুটবল! For us, football isn’t just a game—it’s an absolute emotion! ❤️"
2076,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@pondy_90s,123600,23217,1255,16,5.41%,1.03%,2025-05-26,https://www.instagram.com/p/DKH1aUsTU-h/,⚪ Standard Organic: Baseline organic collab reach,@sathya.retail Sathya super sale is happening from May 28 - 31
2077,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@vibes_of_nagapattinam,125548,23143,1251,10,5.41%,1.01%,2026-07-26,https://www.instagram.com/p/DbQSUD8zudV/,⚪ Standard Organic: Baseline organic collab reach,@sathya.retail  Full Moon Sale is here!
2078,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@vibes_of_nagapattinam,125548,23143,1251,10,5.41%,1.01%,2025-05-25,https://www.instagram.com/p/DKE1A_yyMuv/,⚪ Standard Organic: Baseline organic collab reach,@sathya.retail Sathya super sale is happening from May 28 - 31
2079,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@vibes_of_nagapattinam,125548,23143,1251,10,5.41%,1.01%,2025-03-26,https://www.instagram.com/p/DHq14xtyxv2/,⚪ Standard Organic: Baseline organic collab reach,Sathya Year end Sale
2080,Tier 4: Toggle OFF + Organic (Noise),Pai International,Karnataka & Telangana (HQ: Bengaluru),@doddaballapura_samachara_raghu,121511,22940,1240,2,5.41%,1.02%,2026-05-07,https://www.instagram.com/p/DYDHlHzyw_y/,⚪ Standard Organic: Baseline organic collab reach,"🎉 Get Ready, Doddaballapura! The Biggest Shopping Celebration is Here! 🎉"
